
num,lat,lon,cases,deaths,recovered,DayStart,DayEnd,placetype,adm0,adm1,adm3,adm4,indiv
3130,,,79,,,20200313,20200313,adm0,Estonia,,,,
3131,,,115,,,20200314,20200314,adm0,Estonia,,,,
3132,,,171,,,20200315,20200315,adm0,Estonia,,,,
3133,,,205,,,20200316,20200316,adm0,Estonia,,,,
3134,,,225,,,20200317,20200317,adm0,Estonia,,,,
3135,,,258,,,20200318,20200318,adm0,Estonia,,,,
3136,,,267,,,20200319,20200319,adm0,Estonia,,,,
3137,,,283,,,20200320,20200320,adm0,Estonia,,,,
3138,,,306,,,20200321,20200321,adm0,Estonia,,,,
3139,,,326,,,20200322,20200322,adm0,Estonia,,,,
3140,,,352,,,20200323,20200323,adm0,Estonia,,,,
3141,,,369,,,20200324,20200324,adm0,Estonia,,,,
3142,,,404,,,20200325,20200325,adm0,Estonia,,,,
3143,,,538,,,20200326,20200326,adm0,Estonia,,,,
3144,,,575,,,20200327,20200327,adm0,Estonia,,,,
3145,,,645,,,20200328,20200328,adm0,Estonia,,,,
3146,,,679,,,20200329,20200329,adm0,Estonia,,,,
3147,,,715,,,20200330,20200330,adm0,Estonia,,,,
3148,,,745,,,20200331,20200331,adm0,Estonia,,,,
3149,,,779,,,20200401,20200401,adm0,Estonia,,,,
3150,,,858,,,20200402,20200402,adm0,Estonia,,,,
3151,,,961,,,20200403,20200403,adm0,Estonia,,,,
3152,,,1039,,,20200404,20200404,adm0,Estonia,,,,
3153,,,1097,,,20200405,20200405,adm0,Estonia,,,,
3154,,,1108,,,20200406,20200406,adm0,Estonia,,,,
3155,,,1149,,,20200407,20200407,adm0,Estonia,,,,
3156,,,1185,,,20200408,20200408,adm0,Estonia,,,,
3157,,,1207,,,20200409,20200409,adm0,Estonia,,,,
3158,,,1258,,,20200410,20200410,adm0,Estonia,,,,
3159,,,1304,,,20200411,20200411,adm0,Estonia,,,,
3160,,,1309,,,20200412,20200412,adm0,Estonia,,,,
3161,,,1,,,20200314,20200321,adm0,Eswatini,,,,
3162,,,4,,,20200322,20200325,adm0,Eswatini,,,,
3163,,,6,,,20200326,20200326,adm0,Eswatini,,,,
3164,,,9,,,20200327,20200405,adm0,Eswatini,,,,
3165,,,10,,,20200406,20200407,adm0,Eswatini,,,,
3166,,,12,,,20200408,20200411,adm0,Eswatini,,,,
3167,,,14,,,20200412,20200412,adm0,Eswatini,,,,
3168,,,1,,,20200313,20200315,adm0,Ethiopia,,,,
3169,,,5,,,20200316,20200317,adm0,Ethiopia,,,,
3170,,,6,,,20200318,20200319,adm0,Ethiopia,,,,
3171,,,9,,,20200320,20200321,adm0,Ethiopia,,,,
3172,,,11,,,20200322,20200323,adm0,Ethiopia,,,,
3173,,,12,,,20200324,20200326,adm0,Ethiopia,,,,
3174,,,16,,,20200327,20200328,adm0,Ethiopia,,,,
3175,,,21,,,20200329,20200329,adm0,Ethiopia,,,,
3176,,,23,,,20200330,20200330,adm0,Ethiopia,,,,
3177,,,26,,,20200331,20200331,adm0,Ethiopia,,,,
3178,,,29,,,20200401,20200402,adm0,Ethiopia,,,,
3179,,,35,,,20200403,20200403,adm0,Ethiopia,,,,
3180,,,38,,,20200404,20200404,adm0,Ethiopia,,,,
3181,,,43,,,20200405,20200405,adm0,Ethiopia,,,,
3182,,,44,,,20200406,20200406,adm0,Ethiopia,,,,
3183,,,52,,,20200407,20200407,adm0,Ethiopia,,,,
3184,,,55,,,20200408,20200408,adm0,Ethiopia,,,,
3185,,,56,,,20200409,20200409,adm0,Ethiopia,,,,
3186,,,65,,,20200410,20200410,adm0,Ethiopia,,,,
3187,,,69,,,20200411,20200411,adm0,Ethiopia,,,,
3188,,,71,,,20200412,20200412,adm0,Ethiopia,,,,
3189,,,1,,,20200319,20200321,adm0,Fiji,,,,
3190,,,2,,,20200322,20200322,adm0,Fiji,,,,
3191,,,3,,,20200323,20200323,adm0,Fiji,,,,
3192,,,4,,,20200324,20200324,adm0,Fiji,,,,
3193,,,5,,,20200325,20200401,adm0,Fiji,,,,
3194,,,7,,,20200402,20200403,adm0,Fiji,,,,
3195,,,12,,,20200404,20200405,adm0,Fiji,,,,
3196,,,14,,,20200406,20200406,adm0,Fiji,,,,
3197,,,15,,,20200407,20200409,adm0,Fiji,,,,
3198,,,16,,,20200410,20200412,adm0,Fiji,,,,
3199,,,1,,,20200129,20200225,adm0,Finland,,,,
3200,,,2,,,20200226,20200228,adm0,Finland,,,,
3201,,,3,,,20200229,20200229,adm0,Finland,,,,
3202,,,6,,,20200301,20200304,adm0,Finland,,,,
3203,,,12,,,20200305,20200305,adm0,Finland,,,,
3204,,,15,,,20200306,20200307,adm0,Finland,,,,
3205,,,23,,,20200308,20200308,adm0,Finland,,,,
3206,,,30,,,20200309,20200309,adm0,Finland,,,,
3207,,,40,,,20200310,20200310,adm0,Finland,,,,
3208,,,59,,,20200311,20200312,adm0,Finland,,,,
3209,,,155,,,20200313,20200313,adm0,Finland,,,,
3210,,,225,,,20200314,20200314,adm0,Finland,,,,
3211,,,244,,,20200315,20200315,adm0,Finland,,,,
3212,,,277,,,20200316,20200316,adm0,Finland,,,,
3213,,,321,,,20200317,20200317,adm0,Finland,,,,
3214,,,336,,,20200318,20200318,adm0,Finland,,,,
3215,,,400,,,20200319,20200319,adm0,Finland,,,,
3216,,,450,,,20200320,20200320,adm0,Finland,,,,
3217,,,523,,,20200321,20200321,adm0,Finland,,,,
3218,,,626,,,20200322,20200322,adm0,Finland,,,,
3219,,,700,,,20200323,20200323,adm0,Finland,,,,
3220,,,792,,,20200324,20200324,adm0,Finland,,,,
3221,,,880,,,20200325,20200325,adm0,Finland,,,,
3222,,,958,,,20200326,20200326,adm0,Finland,,,,
3223,,,1041,,,20200327,20200327,adm0,Finland,,,,
3224,,,1167,,,20200328,20200328,adm0,Finland,,,,
3225,,,1240,,,20200329,20200329,adm0,Finland,,,,
3226,,,1352,,,20200330,20200330,adm0,Finland,,,,
3227,,,1418,,,20200331,20200331,adm0,Finland,,,,
3228,,,1446,,,20200401,20200401,adm0,Finland,,,,
3229,,,1518,,,20200402,20200402,adm0,Finland,,,,
3230,,,1615,,,20200403,20200403,adm0,Finland,,,,
3231,,,1882,,,20200404,20200404,adm0,Finland,,,,
3232,,,1927,,,20200405,20200405,adm0,Finland,,,,
3233,,,2176,,,20200406,20200406,adm0,Finland,,,,
3234,,,2308,,,20200407,20200407,adm0,Finland,,,,
3235,,,2487,,,20200408,20200408,adm0,Finland,,,,
3236,,,2605,,,20200409,20200409,adm0,Finland,,,,
3237,,,2769,,,20200410,20200410,adm0,Finland,,,,
3238,,,2905,,,20200411,20200411,adm0,Finland,,,,
3239,,,2974,,,20200412,20200412,adm0,Finland,,,,
3240,,,5,,,20200307,20200314,adm1,France,French Guiana,,,
3241,,,7,,,20200315,20200315,adm1,France,French Guiana,,,
3242,,,11,,,20200316,20200319,adm1,France,French Guiana,,,
3243,,,15,,,20200320,20200320,adm1,France,French Guiana,,,
3244,,,18,,,20200321,20200322,adm1,France,French Guiana,,,
3245,,,20,,,20200323,20200323,adm1,France,French Guiana,,,
3246,,,23,,,20200324,20200324,adm1,France,French Guiana,,,
3247,,,28,,,20200325,20200329,adm1,France,French Guiana,,,
3248,,,43,,,20200330,20200331,adm1,France,French Guiana,,,
3249,,,51,,,20200401,20200402,adm1,France,French Guiana,,,
3250,,,57,,,20200403,20200403,adm1,France,French Guiana,,,
3251,,,61,,,20200404,20200405,adm1,France,French Guiana,,,
3252,,,72,,,20200406,20200407,adm1,France,French Guiana,,,
3253,,,77,,,20200408,20200408,adm1,France,French Guiana,,,
3254,,,83,,,20200409,20200411,adm1,France,French Guiana,,,
3255,,,86,,,20200412,20200412,adm1,France,French Guiana,,,
3256,,,3,,,20200313,20200318,adm1,France,French Polynesia,,,
3257,,,6,,,20200319,20200319,adm1,France,French Polynesia,,,
3258,,,11,,,20200320,20200320,adm1,France,French Polynesia,,,
3259,,,15,,,20200321,20200321,adm1,France,French Polynesia,,,
3260,,,18,,,20200322,20200323,adm1,France,French Polynesia,,,
3261,,,25,,,20200324,20200325,adm1,France,French Polynesia,,,
3262,,,30,,,20200326,20200329,adm1,France,French Polynesia,,,
3263,,,36,,,20200330,20200331,adm1,France,French Polynesia,,,
3264,,,37,,,20200401,20200402,adm1,France,French Polynesia,,,
3265,,,39,,,20200403,20200403,adm1,France,French Polynesia,,,
3266,,,40,,,20200404,20200404,adm1,France,French Polynesia,,,
3267,,,41,,,20200405,20200405,adm1,France,French Polynesia,,,
3268,,,42,,,20200406,20200406,adm1,France,French Polynesia,,,
3269,,,47,,,20200407,20200407,adm1,France,French Polynesia,,,
3270,,,51,,,20200408,20200411,adm1,France,French Polynesia,,,
3271,,,53,,,20200412,20200412,adm1,France,French Polynesia,,,
3272,,,1,,,20200313,20200314,adm1,France,Guadeloupe,,,
3273,,,3,,,20200315,20200315,adm1,France,Guadeloupe,,,
3274,,,6,,,20200316,20200316,adm1,France,Guadeloupe,,,
3275,,,18,,,20200317,20200317,adm1,France,Guadeloupe,,,
3276,,,27,,,20200318,20200318,adm1,France,Guadeloupe,,,
3277,,,33,,,20200319,20200319,adm1,France,Guadeloupe,,,
3278,,,45,,,20200320,20200320,adm1,France,Guadeloupe,,,
3279,,,53,,,20200321,20200321,adm1,France,Guadeloupe,,,
3280,,,58,,,20200322,20200322,adm1,France,Guadeloupe,,,
3281,,,62,,,20200323,20200324,adm1,France,Guadeloupe,,,
3282,,,73,,,20200325,20200327,adm1,France,Guadeloupe,,,
3283,,,102,,,20200328,20200328,adm1,France,Guadeloupe,,,
3284,,,106,,,20200329,20200330,adm1,France,Guadeloupe,,,
3285,,,114,,,20200331,20200331,adm1,France,Guadeloupe,,,
3286,,,125,,,20200401,20200401,adm1,France,Guadeloupe,,,
3287,,,128,,,20200402,20200402,adm1,France,Guadeloupe,,,
3288,,,130,,,20200403,20200403,adm1,France,Guadeloupe,,,
3289,,,134,,,20200404,20200404,adm1,France,Guadeloupe,,,
3290,,,135,,,20200405,20200406,adm1,France,Guadeloupe,,,
3291,,,139,,,20200407,20200407,adm1,France,Guadeloupe,,,
3292,,,141,,,20200408,20200409,adm1,France,Guadeloupe,,,
3293,,,143,,,20200410,20200412,adm1,France,Guadeloupe,,,
3294,,,1,,,20200315,20200317,adm1,France,Mayotte,,,
3295,,,3,,,20200318,20200319,adm1,France,Mayotte,,,
3296,,,6,,,20200320,20200320,adm1,France,Mayotte,,,
3297,,,7,,,20200321,20200321,adm1,France,Mayotte,,,
3298,,,11,,,20200322,20200322,adm1,France,Mayotte,,,
3299,,,24,,,20200323,20200323,adm1,France,Mayotte,,,
3300,,,36,,,20200324,20200326,adm1,France,Mayotte,,,
3301,,,50,,,20200327,20200327,adm1,France,Mayotte,,,
3302,,,63,,,20200328,20200329,adm1,France,Mayotte,,,
3303,,,82,,,20200330,20200330,adm1,France,Mayotte,,,
3304,,,94,,,20200331,20200401,adm1,France,Mayotte,,,
3305,,,116,,,20200402,20200402,adm1,France,Mayotte,,,
3306,,,128,,,20200403,20200403,adm1,France,Mayotte,,,
3307,,,134,,,20200404,20200404,adm1,France,Mayotte,,,
3308,,,147,,,20200405,20200406,adm1,France,Mayotte,,,
3309,,,171,,,20200407,20200408,adm1,France,Mayotte,,,
3310,,,184,,,20200409,20200409,adm1,France,Mayotte,,,
3311,,,191,,,20200410,20200410,adm1,France,Mayotte,,,
3312,,,196,,,20200411,20200412,adm1,France,Mayotte,,,
3313,,,2,,,20200319,20200320,adm1,France,New Caledonia,,,
3314,,,4,,,20200321,20200322,adm1,France,New Caledonia,,,
3315,,,8,,,20200323,20200323,adm1,France,New Caledonia,,,
3316,,,10,,,20200324,20200324,adm1,France,New Caledonia,,,
3317,,,14,,,20200325,20200326,adm1,France,New Caledonia,,,
3318,,,15,,,20200327,20200330,adm1,France,New Caledonia,,,
3319,,,16,,,20200331,20200401,adm1,France,New Caledonia,,,
3320,,,18,,,20200402,20200403,adm1,France,New Caledonia,,,
3321,,,17,,,20200404,20200404,adm1,France,New Caledonia,,,
3322,,,18,,,20200405,20200412,adm1,France,New Caledonia,,,
3323,,,1,,,20200311,20200312,adm1,France,Reunion,,,
3324,,,5,,,20200313,20200313,adm1,France,Reunion,,,
3325,,,6,,,20200314,20200314,adm1,France,Reunion,,,
3326,,,7,,,20200315,20200315,adm1,France,Reunion,,,
3327,,,9,,,20200316,20200317,adm1,France,Reunion,,,
3328,,,12,,,20200318,20200318,adm1,France,Reunion,,,
3329,,,14,,,20200319,20200319,adm1,France,Reunion,,,
3330,,,28,,,20200320,20200320,adm1,France,Reunion,,,
3331,,,45,,,20200321,20200321,adm1,France,Reunion,,,
3332,,,64,,,20200322,20200322,adm1,France,Reunion,,,
3333,,,71,,,20200323,20200323,adm1,France,Reunion,,,
3334,,,94,,,20200324,20200324,adm1,France,Reunion,,,
3335,,,111,,,20200325,20200325,adm1,France,Reunion,,,
3336,,,135,,,20200326,20200326,adm1,France,Reunion,,,
3337,,,145,,,20200327,20200327,adm1,France,Reunion,,,
3338,,,183,,,20200328,20200329,adm1,France,Reunion,,,
3339,,,224,,,20200330,20200330,adm1,France,Reunion,,,
3340,,,247,,,20200331,20200331,adm1,France,Reunion,,,
3341,,,281,,,20200401,20200401,adm1,France,Reunion,,,
3342,,,308,,,20200402,20200402,adm1,France,Reunion,,,
3343,,,321,,,20200403,20200403,adm1,France,Reunion,,,
3344,,,334,,,20200404,20200404,adm1,France,Reunion,,,
3345,,,344,,,20200405,20200405,adm1,France,Reunion,,,
3346,,,349,,,20200406,20200406,adm1,France,Reunion,,,
3347,,,358,,,20200407,20200408,adm1,France,Reunion,,,
3348,,,362,,,20200409,20200409,adm1,France,Reunion,,,
3349,,,382,,,20200410,20200410,adm1,France,Reunion,,,
3350,,,388,,,20200411,20200411,adm1,France,Reunion,,,
3351,,,389,,,20200412,20200412,adm1,France,Reunion,,,
3352,,,3,,,20200304,20200308,adm1,France,Saint Barthelemy,,,
3353,,,1,,,20200309,20200315,adm1,France,Saint Barthelemy,,,
3354,,,3,,,20200316,20200326,adm1,France,Saint Barthelemy,,,
3355,,,5,,,20200327,20200329,adm1,France,Saint Barthelemy,,,
3356,,,6,,,20200330,20200412,adm1,France,Saint Barthelemy,,,
3357,,,2,,,20200309,20200317,adm1,France,St Martin,,,
3358,,,3,,,20200318,20200318,adm1,France,St Martin,,,
3359,,,4,,,20200319,20200321,adm1,France,St Martin,,,
3360,,,5,,,20200322,20200322,adm1,France,St Martin,,,
3361,,,8,,,20200323,20200324,adm1,France,St Martin,,,
3362,,,11,,,20200325,20200329,adm1,France,St Martin,,,
3363,,,15,,,20200330,20200401,adm1,France,St Martin,,,
3364,,,22,,,20200402,20200403,adm1,France,St Martin,,,
3365,,,24,,,20200404,20200404,adm1,France,St Martin,,,
3366,,,32,,,20200405,20200412,adm1,France,St Martin,,,
3367,,,2,,,20200307,20200310,adm1,France,Martinique,,,
3368,,,3,,,20200311,20200313,adm1,France,Martinique,,,
3369,,,9,,,20200314,20200315,adm1,France,Martinique,,,
3370,,,15,,,20200316,20200316,adm1,France,Martinique,,,
3371,,,16,,,20200317,20200317,adm1,France,Martinique,,,
3372,,,19,,,20200318,20200318,adm1,France,Martinique,,,
3373,,,23,,,20200319,20200319,adm1,France,Martinique,,,
3374,,,32,,,20200320,20200321,adm1,France,Martinique,,,
3375,,,44,,,20200322,20200322,adm1,France,Martinique,,,
3376,,,53,,,20200323,20200323,adm1,France,Martinique,,,
3377,,,57,,,20200324,20200324,adm1,France,Martinique,,,
3378,,,66,,,20200325,20200326,adm1,France,Martinique,,,
3379,,,81,,,20200327,20200327,adm1,France,Martinique,,,
3380,,,93,,,20200328,20200330,adm1,France,Martinique,,,
3381,,,128,,,20200331,20200331,adm1,France,Martinique,,,
3382,,,135,,,20200401,20200401,adm1,France,Martinique,,,
3383,,,138,,,20200402,20200402,adm1,France,Martinique,,,
3384,,,143,,,20200403,20200403,adm1,France,Martinique,,,
3385,,,145,,,20200404,20200404,adm1,France,Martinique,,,
3386,,,149,,,20200405,20200405,adm1,France,Martinique,,,
3387,,,151,,,20200406,20200406,adm1,France,Martinique,,,
3388,,,152,,,20200407,20200407,adm1,France,Martinique,,,
3389,,,154,,,20200408,20200409,adm1,France,Martinique,,,
3390,,,155,,,20200410,20200412,adm1,France,Martinique,,,
3391,,,2,,,20200124,20200124,adm0,France,,,,
3392,,,3,,,20200125,20200127,adm0,France,,,,
3393,,,4,,,20200128,20200128,adm0,France,,,,
3394,,,5,,,20200129,20200131,adm0,France,,,,
3395,,,6,,,20200201,20200207,adm0,France,,,,
3396,,,11,,,20200208,20200214,adm0,France,,,,
3397,,,12,,,20200215,20200224,adm0,France,,,,
3398,,,14,,,20200225,20200225,adm0,France,,,,
3399,,,18,,,20200226,20200226,adm0,France,,,,
3400,,,38,,,20200227,20200227,adm0,France,,,,
3401,,,57,,,20200228,20200228,adm0,France,,,,
3402,,,100,,,20200229,20200229,adm0,France,,,,
3403,,,130,,,20200301,20200301,adm0,France,,,,
3404,,,191,,,20200302,20200302,adm0,France,,,,
3405,,,204,,,20200303,20200303,adm0,France,,,,
3406,,,285,,,20200304,20200304,adm0,France,,,,
3407,,,377,,,20200305,20200305,adm0,France,,,,
3408,,,653,,,20200306,20200306,adm0,France,,,,
3409,,,949,,,20200307,20200307,adm0,France,,,,
3410,,,1126,,,20200308,20200308,adm0,France,,,,
3411,,,1209,,,20200309,20200309,adm0,France,,,,
3412,,,1784,,,20200310,20200310,adm0,France,,,,
3413,,,2281,,,20200311,20200312,adm0,France,,,,
3414,,,3661,,,20200313,20200313,adm0,France,,,,
3415,,,4469,,,20200314,20200314,adm0,France,,,,
3416,,,4499,,,20200315,20200315,adm0,France,,,,
3417,,,6633,,,20200316,20200316,adm0,France,,,,
3418,,,7652,,,20200317,20200317,adm0,France,,,,
3419,,,9043,,,20200318,20200318,adm0,France,,,,
3420,,,10871,,,20200319,20200319,adm0,France,,,,
3421,,,12612,,,20200320,20200320,adm0,France,,,,
3422,,,14282,,,20200321,20200321,adm0,France,,,,
3423,,,16018,,,20200322,20200322,adm0,France,,,,
3424,,,19856,,,20200323,20200323,adm0,France,,,,
3425,,,22304,,,20200324,20200324,adm0,France,,,,
3426,,,25233,,,20200325,20200325,adm0,France,,,,
3427,,,29155,,,20200326,20200326,adm0,France,,,,
3428,,,32964,,,20200327,20200327,adm0,France,,,,
3429,,,37575,,,20200328,20200328,adm0,France,,,,
3430,,,40174,,,20200329,20200329,adm0,France,,,,
3431,,,44550,,,20200330,20200330,adm0,France,,,,
3432,,,52128,,,20200331,20200331,adm0,France,,,,
3433,,,56989,,,20200401,20200401,adm0,France,,,,
3434,,,59105,,,20200402,20200402,adm0,France,,,,
3435,,,64338,,,20200403,20200403,adm0,France,,,,
3436,,,89953,,,20200404,20200404,adm0,France,,,,
3437,,,92839,,,20200405,20200405,adm0,France,,,,
3438,,,98010,,,20200406,20200406,adm0,France,,,,
3439,,,109069,,,20200407,20200407,adm0,France,,,,
3440,,,112950,,,20200408,20200408,adm0,France,,,,
3441,,,117749,,,20200409,20200409,adm0,France,,,,
3442,,,124869,,,20200410,20200410,adm0,France,,,,
3443,,,129654,,,20200411,20200411,adm0,France,,,,
3444,,,132591,,,20200412,20200412,adm0,France,,,,
3445,,,1,,,20200314,20200319,adm0,Gabon,,,,
3446,,,3,,,20200320,20200320,adm0,Gabon,,,,
3447,,,4,,,20200321,20200321,adm0,Gabon,,,,
3448,,,5,,,20200322,20200323,adm0,Gabon,,,,
3449,,,6,,,20200324,20200325,adm0,Gabon,,,,
3450,,,7,,,20200326,20200330,adm0,Gabon,,,,
3451,,,16,,,20200331,20200331,adm0,Gabon,,,,
3452,,,18,,,20200401,20200401,adm0,Gabon,,,,
3453,,,21,,,20200402,20200405,adm0,Gabon,,,,
3454,,,24,,,20200406,20200406,adm0,Gabon,,,,
3455,,,30,,,20200407,20200407,adm0,Gabon,,,,
3456,,,34,,,20200408,20200408,adm0,Gabon,,,,
3457,,,44,,,20200409,20200410,adm0,Gabon,,,,
3458,,,46,,,20200411,20200411,adm0,Gabon,,,,
3459,,,49,,,20200412,20200412,adm0,Gabon,,,,
3460,,,1,,,20200317,20200322,adm0,Gambia,,,,
3461,,,2,,,20200323,20200323,adm0,Gambia,,,,
3462,,,3,,,20200324,20200328,adm0,Gambia,,,,
3463,,,4,,,20200329,20200410,adm0,Gambia,,,,
3464,,,9,,,20200411,20200412,adm0,Gambia,,,,
3465,,,1,,,20200226,20200229,adm0,Georgia,,,,
3466,,,3,,,20200301,20200304,adm0,Georgia,,,,
3467,,,4,,,20200305,20200307,adm0,Georgia,,,,
3468,,,13,,,20200308,20200308,adm0,Georgia,,,,
3469,,,15,,,20200309,20200310,adm0,Georgia,,,,
3470,,,24,,,20200311,20200312,adm0,Georgia,,,,
3471,,,25,,,20200313,20200313,adm0,Georgia,,,,
3472,,,30,,,20200314,20200314,adm0,Georgia,,,,
3473,,,33,,,20200315,20200316,adm0,Georgia,,,,
3474,,,34,,,20200317,20200317,adm0,Georgia,,,,
3475,,,38,,,20200318,20200318,adm0,Georgia,,,,
3476,,,40,,,20200319,20200319,adm0,Georgia,,,,
3477,,,43,,,20200320,20200320,adm0,Georgia,,,,
3478,,,49,,,20200321,20200321,adm0,Georgia,,,,
3479,,,54,,,20200322,20200322,adm0,Georgia,,,,
3480,,,61,,,20200323,20200323,adm0,Georgia,,,,
3481,,,70,,,20200324,20200324,adm0,Georgia,,,,
3482,,,75,,,20200325,20200325,adm0,Georgia,,,,
3483,,,79,,,20200326,20200326,adm0,Georgia,,,,
3484,,,83,,,20200327,20200327,adm0,Georgia,,,,
3485,,,90,,,20200328,20200328,adm0,Georgia,,,,
3486,,,91,,,20200329,20200329,adm0,Georgia,,,,
3487,,,103,,,20200330,20200330,adm0,Georgia,,,,
3488,,,110,,,20200331,20200331,adm0,Georgia,,,,
3489,,,117,,,20200401,20200401,adm0,Georgia,,,,
3490,,,134,,,20200402,20200402,adm0,Georgia,,,,
3491,,,155,,,20200403,20200403,adm0,Georgia,,,,
3492,,,162,,,20200404,20200404,adm0,Georgia,,,,
3493,,,174,,,20200405,20200405,adm0,Georgia,,,,
3494,,,188,,,20200406,20200406,adm0,Georgia,,,,
3495,,,196,,,20200407,20200407,adm0,Georgia,,,,
3496,,,211,,,20200408,20200408,adm0,Georgia,,,,
3497,,,218,,,20200409,20200409,adm0,Georgia,,,,
3498,,,234,,,20200410,20200410,adm0,Georgia,,,,
3499,,,242,,,20200411,20200411,adm0,Georgia,,,,
3500,,,257,,,20200412,20200412,adm0,Georgia,,,,
3501,,,1,,,20200127,20200127,adm0,Germany,,,,
3502,,,4,,,20200128,20200130,adm0,Germany,,,,
3503,,,5,,,20200131,20200131,adm0,Germany,,,,
3504,,,8,,,20200201,20200201,adm0,Germany,,,,
3505,,,10,,,20200202,20200202,adm0,Germany,,,,
3506,,,12,,,20200203,20200206,adm0,Germany,,,,
3507,,,13,,,20200207,20200208,adm0,Germany,,,,
3508,,,14,,,20200209,20200210,adm0,Germany,,,,
3509,,,16,,,20200211,20200224,adm0,Germany,,,,
3510,,,17,,,20200225,20200225,adm0,Germany,,,,
3511,,,27,,,20200226,20200226,adm0,Germany,,,,
3512,,,46,,,20200227,20200227,adm0,Germany,,,,
3513,,,48,,,20200228,20200228,adm0,Germany,,,,
3514,,,79,,,20200229,20200229,adm0,Germany,,,,
3515,,,130,,,20200301,20200301,adm0,Germany,,,,
3516,,,159,,,20200302,20200302,adm0,Germany,,,,
3517,,,196,,,20200303,20200303,adm0,Germany,,,,
3518,,,262,,,20200304,20200304,adm0,Germany,,,,
3519,,,482,,,20200305,20200305,adm0,Germany,,,,
3520,,,670,,,20200306,20200306,adm0,Germany,,,,
3521,,,799,,,20200307,20200307,adm0,Germany,,,,
3522,,,1040,,,20200308,20200308,adm0,Germany,,,,
3523,,,1176,,,20200309,20200309,adm0,Germany,,,,
3524,,,1457,,,20200310,20200310,adm0,Germany,,,,
3525,,,1908,,,20200311,20200311,adm0,Germany,,,,
3526,,,2078,,,20200312,20200312,adm0,Germany,,,,
3527,,,3675,,,20200313,20200313,adm0,Germany,,,,
3528,,,4585,,,20200314,20200314,adm0,Germany,,,,
3529,,,5795,,,20200315,20200315,adm0,Germany,,,,
3530,,,7272,,,20200316,20200316,adm0,Germany,,,,
3531,,,9257,,,20200317,20200317,adm0,Germany,,,,
3532,,,12327,,,20200318,20200318,adm0,Germany,,,,
3533,,,15320,,,20200319,20200319,adm0,Germany,,,,
3534,,,19848,,,20200320,20200320,adm0,Germany,,,,
3535,,,22213,,,20200321,20200321,adm0,Germany,,,,
3536,,,24873,,,20200322,20200322,adm0,Germany,,,,
3537,,,29056,,,20200323,20200323,adm0,Germany,,,,
3538,,,32986,,,20200324,20200324,adm0,Germany,,,,
3539,,,37323,,,20200325,20200325,adm0,Germany,,,,
3540,,,43938,,,20200326,20200326,adm0,Germany,,,,
3541,,,50871,,,20200327,20200327,adm0,Germany,,,,
3542,,,57695,,,20200328,20200328,adm0,Germany,,,,
3543,,,62095,,,20200329,20200329,adm0,Germany,,,,
3544,,,66885,,,20200330,20200330,adm0,Germany,,,,
3545,,,71808,,,20200331,20200331,adm0,Germany,,,,
3546,,,77872,,,20200401,20200401,adm0,Germany,,,,
3547,,,84794,,,20200402,20200402,adm0,Germany,,,,
3548,,,91159,,,20200403,20200403,adm0,Germany,,,,
3549,,,96092,,,20200404,20200404,adm0,Germany,,,,
3550,,,100123,,,20200405,20200405,adm0,Germany,,,,
3551,,,103374,,,20200406,20200406,adm0,Germany,,,,
3552,,,107663,,,20200407,20200407,adm0,Germany,,,,
3553,,,113296,,,20200408,20200408,adm0,Germany,,,,
3554,,,118181,,,20200409,20200409,adm0,Germany,,,,
3555,,,122171,,,20200410,20200410,adm0,Germany,,,,
3556,,,124908,,,20200411,20200411,adm0,Germany,,,,
3557,,,127854,,,20200412,20200412,adm0,Germany,,,,
3558,,,3,,,20200314,20200314,adm0,Ghana,,,,
3559,,,6,,,20200315,20200316,adm0,Ghana,,,,
3560,,,7,,,20200317,20200318,adm0,Ghana,,,,
3561,,,11,,,20200319,20200319,adm0,Ghana,,,,
3562,,,16,,,20200320,20200320,adm0,Ghana,,,,
3563,,,19,,,20200321,20200321,adm0,Ghana,,,,
3564,,,23,,,20200322,20200322,adm0,Ghana,,,,
3565,,,27,,,20200323,20200323,adm0,Ghana,,,,
3566,,,53,,,20200324,20200324,adm0,Ghana,,,,
3567,,,93,,,20200325,20200325,adm0,Ghana,,,,
3568,,,132,,,20200326,20200326,adm0,Ghana,,,,
3569,,,137,,,20200327,20200327,adm0,Ghana,,,,
3570,,,141,,,20200328,20200328,adm0,Ghana,,,,
3571,,,152,,,20200329,20200330,adm0,Ghana,,,,
3572,,,161,,,20200331,20200331,adm0,Ghana,,,,
3573,,,195,,,20200401,20200401,adm0,Ghana,,,,
3574,,,204,,,20200402,20200402,adm0,Ghana,,,,
3575,,,205,,,20200403,20200404,adm0,Ghana,,,,
3576,,,214,,,20200405,20200406,adm0,Ghana,,,,
3577,,,287,,,20200407,20200407,adm0,Ghana,,,,
3578,,,313,,,20200408,20200408,adm0,Ghana,,,,
3579,,,378,,,20200409,20200410,adm0,Ghana,,,,
3580,,,408,,,20200411,20200411,adm0,Ghana,,,,
3581,,,566,,,20200412,20200412,adm0,Ghana,,,,
3582,,,1,,,20200226,20200226,adm0,Greece,,,,
3583,,,3,,,20200227,20200227,adm0,Greece,,,,
3584,,,4,,,20200228,20200229,adm0,Greece,,,,
3585,,,7,,,20200301,20200303,adm0,Greece,,,,
3586,,,9,,,20200304,20200304,adm0,Greece,,,,
